OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,SHAPEAREA,SHAPELEN,CREATED_DATE,LAST_EDITED_DATE
561259,City of Raleigh Greenway,36.734216,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,,,2012135.76513104,15783.1606173337,,
561260,,2.86657894,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,OPEN SPACE,,,,,,124870.804666166,2280.6252817703,,
561261,Kyle Drive Property,27.24470592,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,BEAVERDAM CREEK,,1186760.93458287,4514.1376378057,,
561262,,0.72947034,CITY OF RALEIGH,RALEIGH,GREENWAY,,GREENWAY EASEMENT,,Walnut Creek Little Rock Trail,,31785.4236717643,1018.20194038326,,
561263,Clear Creek Farms Subdivision,1.37049812,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,NR Honeycutt Creek,,59698.8981918266,1402.74400095148,,
561264,,4.92563019,STATE OF NORTH CAROLINA,CLAYTON,OPEN SPACE,,,,,,202638.68787362,2285.96914518749,,
561265,Chavis Way Greenway,1.04155088,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,45427.1246596254,1038.37869702991,,
561266,,1.900967,PEYTON HALL OWNERS ASSN INC,RALEIGH,GREENWAY,,,,,,82807.4619905904,2392.76792699396,,
561267,,3.31978064,CELEBRATION SQUARE HOMEOWNERS,RALEIGH,OPEN SPACE,,,,Crabtree Creek Mine Creek Trib A,,144609.644635361,5241.14898439987,,
561268,Greenway Dedication,9.11841785,TOLL NC LP,WAKE COUNTY,GREENWAY,,LAND DEDICATION,,SWIFT CREEK,,397198.281704927,3588.708523118,,
561269,OS-041,1.39317566,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-041,60686.7317512484,1561.23223538145,,
561270,OS-046,1.45369633,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-046,63323.0120677375,1503.47375188409,,
561271,OS-040,1.20868571,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-040,52650.3363043025,1284.56921902737,,
561272,OS-039,1.27167649,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-039,55394.1889771371,1455.85455280459,,
561273,OS-038,1.82460618,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-038,79479.7817641502,1846.70072273411,,
561274,OS-042,0.92319593,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-042,40214.4102257598,1018.42824994982,,
561275,OS-056,1.45183417,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-056,63241.8215893527,1664.77740993374,,
561276,,15.98338673,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,THE TRUST FOR PUBLIC LAND,,,MARKS CREEK,,692840.202675304,3443.03623098977,,
561277,Legacy at Forty Two,32.05640031,WAKE COUNTY,WAKE COUNTY,PARK,,LAND DEDICATION,,MIDDLE CREEK,,1396376.79756895,12449.7984020325,,
561278,Carver Elementary School Park,12.96546623,WAKE COUNTY,WENDELL,PARK,,,,,,564775.719806396,3528.69367184286,,
561279,Walnut Creek-Eliza Pool Trail,13.14698485,"PENNY, MARION C",RALEIGH,GREENWAY,,,,WALNUT CREEK,,572682.660094026,6350.70182123462,,
561280,Crabtree - Oak Park Greenway,32.41173139,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,1282491.77095951,21862.8561402819,,
561281,Crabtree Valley Trail,1.2617485,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,54961.7644449781,1144.73871571411,,
561282,Walnut Creek - Eliza Pool Greenway,20.51914478,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,WALNUT CREEK,,893813.946725153,6047.61336751599,,
561283,Walnut Creek - Eliza Pool Greenway,12.55376481,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,WALNUT CREEK,,546841.995245138,6550.63325823813,,
561284,Rocky Branch Trail,5.37177471,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,GREENWAY,,,,,,233994.506195339,3160.07188706837,,
561285,Indian Creek Greenway,2.50939896,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,109309.418567681,1764.73117783531,,
561286,Indian Creek Greenway,0.82034111,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,35787.6188394714,2191.04044939972,,
561287,,2.33996692,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,101928.959049924,1718.99283506887,,
561288,Walnut Creek Elementary,19.46446073,WAKE COUNTY,RALEIGH,SCHOOL,,,,,,847849.36460282,4393.77248935711,,
561289,Triangle Town Center,2.59715231,CITY OF RALEIGH,RALEIGH,GREENWAY,CITY OF RALEIGH,GREENWAY EASEMENT,,NR Perry Creek Trib A,,113131.954493811,4526.86610687708,,
561290,Sterling Glenwood Village,1.24150089,CITY OF RALEIGH,RALEIGH,GREENWAY,CITY OF RALEIGH,GREENWAY EASEMENT,,CRABTREE CREEK,,54079.7789206636,1582.90142633302,,
561291,Future School Park,54.02472692,TOWN OF CARY,WAKE COUNTY,PARK,,,,,,2362439.43467828,6536.68751893313,,
561292,,13.57188086,TRIANLE LAND CONSERVANCY,WAKE COUNTY,OPEN SPACE,,,,WHITE OAK CREEK,,591191.130054765,4710.67865138221,,
561293,,7.85843159,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,GREENWAY EASEMENT,,,,342313.571718989,5146.7705670658,,
561294,,1.18839619,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,51737.1989134924,1359.11817482034,,
561295,Sue Helton Park,0.2264876,TOWN OF APEX,APEX,PARK,,,,,,9865.79985867754,408.463579497373,,
561296,,2.775182,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,RICHLAND CREEK,,120886.927865926,1432.1619791767,,
561297,,36.10168208,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,1572589.25851189,10244.5858220041,,
561298,Heritage Trail,9.3006821,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,GREENWAY,,,,NEILLS CREEK,,405137.712337565,4112.74763075978,,
561299,Coles Branch Greenway,16.36489894,TOWN OF CARY,CARY,GREENWAY,,,,COLES BRANCH,,713115.253822404,6523.03591903022,,
561300,,4.65210626,TOWN OF CARY,CARY,OPEN SPACE,,,,COLES BRANCH,,202645.748630785,4595.39851669915,,
561301,,0.47881936,TOWN OF CARY,CARY,OPEN SPACE,,,,,,20857.3713260742,756.32265404615,,
561302,,1.70314737,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,74189.099555788,1305.91226582278,,
561303,Joslin Garden,2.96302492,CITY OF RALEIGH,RALEIGH,PARK,,,,,,129069.365340168,2867.15546103652,,
561304,,0.47260983,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,20586.884293533,710.496556740674,,
561305,Davie Park,0.86147719,CITY OF RALEIGH,RALEIGH,PARK,,,,,,42071.0313114816,894.961851315388,,
561306,Sherwood Forest,17.19873776,CITY OF RALEIGH,RALEIGH,PARK,,,,WALNUT CREEK,,749176.958583842,5253.06758074415,,
561307,,0.60500966,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,WALNUT CREEK,,26354.220892883,845.571837745738,,
561308,,10.35456914,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,451045.031690075,7306.82082470496,,
561309,Berkshire Downs West Mini Park,7.84038403,CITY OF RALEIGH,RALEIGH,PARK,,,,,,341527.128330193,2997.69819131453,,
561310,,12.54733511,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,PERRY CREEK,,546561.917605002,3239.25510434763,,
561311,,6.21858509,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,PERRY CREEK,,270881.566308756,3302.05737869049,,
561312,,12.56997396,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,547548.065525482,3852.03851780771,,
561313,H-7 School Site,88.34416509,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,SCHOOL,,,,,,3829034.14395942,8689.46978374344,,
561314,,0.08868087,TOWN OF APEX,APEX,OPEN SPACE,,,,,,3862.93883665065,300.701953081091,,
561315,Ballantine Elementary Park,16.26349879,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,PARK,,,089,,,708438.007387064,3653.93016063946,,
561316,Ballantine Elementary School,11.3710529,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,SCHOOL,,,089,,,493625.561677771,4093.74551551731,,
561317,Fuquay-Varina Elementary Park,12.75157238,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,PARK,,,128,,,555458.492934985,4489.93841890265,,
561318,Knightdale Elementary Park,12.6356369,WAKE COUNTY,KNIGHTDALE,PARK,,,129,,,550408.343266103,4543.07785854418,,
561319,Wildwood Elementary School Park,11.40321479,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,PARK,,,084,,,496724.036232135,3596.05219214983,,
561320,Wake Forest Middle School Park,16.09842065,WAKE COUNTY,WAKE FOREST,PARK,,,134,,,701245.716362304,3452.96787240922,,
561321,Vance Elementary School Park,8.29293278,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,PARK,,,133,PANTHER BRANCH,,361235.134413401,3968.12197445965,,
561322,Vance Elementary School,8.62141517,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,SCHOOL,,,,,,375542.057155645,2846.43103316481,,
561323,West Millbrook Middle School/Park,19.70894824,WAKE COUNTY,RALEIGH,PARK,,,136,,,858521.785389329,3662.57176870709,,
561324,West Millbrook Middle School,17.90767914,WAKE COUNTY,RALEIGH,SCHOOL,,,,,,780058.5033848,3628.13150027274,,
561325,East Wake Middle School Park,26.23462654,WAKE COUNTY,KNIGHTDALE,PARK,,,126,,,1140604.87738192,5830.36991291334,,
561326,Yates Mill Park,49.53913562,STATE OF NORTH CAROLINA,RALEIGH,PARK,,,,,,11466240.9348726,18314.1804510032,,
561327,Salem Elementary School,17.7903881,WAKE COUNTY BOARD OF EDUCATION,APEX,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,088,,,774949.305769878,4604.43656916505,,
561328,Salem Middle School Park,18.96936022,WAKE COUNTY BOARD OF EDUCATION,APEX,PARK,,,087,,,826305.331057354,4438.68375590019,,
561329,Wendell Middle School,14.11367949,WAKE COUNTY BOARD OF EDUCATION,WENDELL,SCHOOL,WAKE COUNTY,,,,,614791.878687158,4164.0185376922,,
561330,,0.73307002,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NR Trib E,,31932.530259629,1262.03978891563,,
561331,,2.83978559,TOWN OF CARY,CARY,GREENWAY,,,,,,123701.060361375,1828.82353393773,,
561332,,2.4318481,TOWN OF CARY,CARY,OPEN SPACE,,,,,,105952.747870133,4809.79278697249,,
561333,,3.11430226,CITY OF RALEIGH,WAKE COUNTY,OPEN SPACE,,,,,,138794.290675107,1503.45942718242,,
561334,,3.04669534,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,,,413802.48594422,6043.92531217137,,
561335,Pine Acres Community Center & Park,1.89583226,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,PARK,,,,,,82433.4727841645,1170.405754491,,
561336,OS-106,38.26829066,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,950,SWIFT CREEK,OS-106,1674771.7838395,6160.70060666108,,
561337,,1.32139393,TOWN OF CARY,CARY,OPEN SPACE,,,,COLES BRANCH,,57559.9194489456,1295.52474703095,,
561338,,12.20738288,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NEUSE RIVER,,531753.598256503,5767.67220743824,,
561339,,2.59171075,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,SMITH CREEK,,112896.894171642,1539.92077824334,,
561340,Laurel Park Elementary,17.65708224,WAKE COUNTY BOARD OF EDUCATION,CARY,SCHOOL,,,,,,769146.557190093,3579.48717842186,,
561341,,1.31225402,WAKE COUNTY,WAKE COUNTY,GREENWAY,,,,UPPER BARTON CREEK,,57161.785051489,1284.60324489601,,
561342,Greenway Easement,8.20820093,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,HARE SNIPE CREEK,,357554.384903917,5942.04492473199,,
561343,Banks Road Park,12.93159758,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,PARK,,,,MIDDLE CREEK,,563301.527841997,3924.52987146821,,
561344,Sawmill Creek Greenway,7.01245726,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,305448.618480222,4290.85054204485,,
561345,Sawmill Creek Greenway,1.54319239,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,67235.4359313905,1113.68647640816,,
561346,Heritage High School,67.59001136,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, , ,,,2944197.27433549,8508.96650453624,,
561347,Heritage High School ,12.72219844,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,GREENWAY,WAKE COUNTY BOARD OF EDUCATION, , ,SMITH CREEK,,554205.825520893,4789.68264930658,,
561348,OS-034,4.93741459,WAKE COUNTY ,CARY,GREENWAY,,,,,OS-034,215073.779714278,2790.89291253178,,
561349,Springdale Estates,0.51495379,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,HARE SNIPE CREEK,,22431.38729709,1186.04753148198,,
561350,,15.71153445,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,684394.440767548,4217.30787113517,,
561351,Rolesville Middle School Site,37.21140314,WAKE COUNTY BOARD OF EDUCATION,ROLESVILLE,SCHOOL,,,,,,1620922.7950566,5603.48412846167,,
561352,Partnership Elementary,1.85417695,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,,,,,,81185.3926719441,1211.03120054522,,
561353,,6.06544504,"SPRY, JEANETTE TURNER ",GARNER,OPEN SPACE,,,,,,264210.786012583,3403.2476353196,,
561354,,4.12763204,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,179799.651820648,1895.69858994909,,
561355,,0.15492931,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,6748.72093912663,594.590088750673,,
561356,,0.02560195,HOMLEN ENTERPRISES LLC ,RALEIGH,GREENWAY,,,,,,1116.63252142402,170.833189116803,,
561357,,0.13742549,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,5986.2542963271,348.643661755198,,
561358,,5.46019658,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NEUSE RIVER,,237845.845077515,5348.10676846752,,
561359,,0.23762463,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,EASEMENT,,,,10350.9287566175,717.199753945361,,
561360,Alleghany Trail,5.24556145,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,228498.419069014,5032.92801036346,,
561361,Future H-8 School Site,57.68277434,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,SCHOOL,,,,,,2512661.65041097,7291.08892196111,,
561362,,1.6999304,TOWN OF APEX,APEX,OPEN SPACE,,,,,,74048.9684109622,1564.41702673975,,
561363,,3.84917733,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,167670.164301904,1968.57581866043,,
561364,,0.30504472,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,13289.4199653717,690.16712204671,,
561365,Mill Bridge Nature Park,38.68979005,TOWN OF ROLESVILLE,ROLESVILLE,PARK,,,,SANFORD CREEK,,1685339.62657927,9228.10532746114,,
561366,,0.18735301,TOWN OF APEX,APEX,OPEN SPACE,,,,,,8094.97359044268,552.749371016688,,
561367,,1.57094973,TOWN OF APEX,APEX,OPEN SPACE,,,,,,68351.2544029514,1145.21723611232,,
561368,,8.36904694,TOWN OF APEX,APEX,GREENWAY,,,,,,364555.684562947,4904.3218668723,,
561369,Bragg Street Park,0.30417102,CITY OF RALEIGH,RALEIGH,PARK,,,,,,13249.6896236309,478.018963974714,,
561370,Method Neighborhood Park,7.46058767,CITY OF RALEIGH,RALEIGH,PARK,,,,,,328735.017248307,2628.68376191154,,
561371,Northwest Park,5.05379979,TOWN OF MORRISVILLE,MORRISVILLE,PARK,,Planned Park,,,,220143.518948318,2176.57483933337,,
561372,Crabtree Creek Nature Center,33.85309015,WAKE COUNTY,RALEIGH,PARK, ,Planned Park,606,,,1472018.0755237,7052.98024645068,,
561373,,80.13758593,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,GREENWAY,,,,MIDDLE CREEK,,3490797.2705787,13791.5290244749,,
561374,,1.23088372,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,53617.2948454045,1099.54716753482,,
561375,Buffaloe Road Canoe  Access Area,3.1383718,CITY OF RALEIGH,RALEIGH,PARK,,,,NEUSE RIVER,,136707.475454916,1668.43374361392,,
561376,Milburnie Park,4.57312539,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,,,199205.341913531,1961.86696745284,,
561377,Milburnie Road Canoe Access Area,24.05026239,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,NEUSE RIVER,,1047629.42951138,4696.46294156988,,
561378,Milburnie Park,64.16068143,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,NEUSE RIVER,,2794839.28301602,8655.97436088977,,
561379,,0.07476199,NCDOT,RALEIGH,OPEN SPACE,,,,,,3256.63241650563,263.439425056196,,
561380,,0.26647969,NCDOT,RALEIGH,OPEN SPACE,,,,,,11607.855195155,613.223764071837,,
561381,,2.33275896,NCDOT,RALEIGH,OPEN SPACE,,,,,,101614.980100461,1188.82432077171,,
561382,,0.10291347,NCDOT,RALEIGH,OPEN SPACE,,,,,,4482.91070236505,354.150674616129,,
561383,,0.03811716,NCDOT,RALEIGH,OPEN SPACE,,,,,,1660.38364764183,175.425320038317,,
561384,,0.11447334,NCDOT,RALEIGH,OPEN SPACE,,,,,,4986.45851162042,378.803261178412,,
561385,,0.06409008,NCDOT,RALEIGH,OPEN SPACE,,,,,,2791.76394423315,255.220827122773,,
561386,,1.27594559,NCDOT,RALEIGH,OPEN SPACE,,,,,,55580.1900767107,1200.42803768337,,
561387,,0.49369487,NCDOT,RALEIGH,OPEN SPACE,,,,,,21505.3484869038,2051.89567509918,,
561388,,0.30294644,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,13196.3467180974,521.186875476847,,
561389,,0.46794146,NCDOT,RALEIGH,OPEN SPACE,,,,,,20383.5299764525,529.617898167273,,
561390,,0.6983699,NCDOT,CARY,OPEN SPACE,,,,,,30380.1492419842,618.088582186362,,
561391,,0.13127843,NCDOT,RALEIGH,OPEN SPACE,,,,NEUSE RIVER,,5718.48842654707,375.52443450136,,
561392,,0.08230238,NCDOT,RALEIGH,OPEN SPACE,,,,,,3585.09152068531,289.622908155601,,
561393,,0.21129145,NCDOT,RALEIGH,OPEN SPACE,,,,,,9203.85550602007,340.761171234167,,
561394,,0.31534085,NCDOT,RALEIGH,OPEN SPACE,,,,,,13736.2472686327,602.202120317853,,
561395,Green Hills County Park,177.57817154,WAKE COUNTY ,RALEIGH,PARK,,,702,,,8041255.98064556,15115.8507026168,,2018-06-14T18:58:38.000Z
561396,,9.59403615,FALLS RIVER COMMUNITY ASSN INC ,RALEIGH,GREENWAY,,EASEMENT,,,,417916.214882854,9771.80617615733,,
561397,,2.27683504,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,SMITH CREEK,,99178.9343776988,1386.96502265002,,
561398,Neuse River Greenway,7.20290818,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,NEUSE RIVER,,313771.084622916,2660.4414720386,,
561399,,20.51588639,WENDELL TOWN OF ,WENDELL,OPEN SPACE,,,,BUFFALO CREEK,,890651.877130239,6869.59715698921,,2018-06-25T18:26:30.000Z
561400,Future Park Site,2.44748609,RALEIGH CITY OF ,RALEIGH,PARK,,,,,,106612.494072946,1412.4634990233,,
561401,Neuse River Greenway,7.91150563,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,NEUSE RIVER,,344602.014109536,6947.65502469089,,
561402,,2.73301366,CARY TOWN OF ,CARY,GREENWAY,,,,,,119050.075183226,1580.54783161944,,
561403,,12.01221527,CARY TOWN OF ,CARY,GREENWAY,,,,NANCY BRANCH,,523541.471892665,4522.65277636283,,
561404,,4.38896866,CARY TOWN OF ,CARY,GREENWAY,,,,,,188555.366169645,2635.16825828167,,
561405,,2.19660842,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,BEAVERDAM CREEK,,95684.2626869829,2274.85566228695,,
561406,,0.40510475,CARY TOWN OF ,CARY,GREENWAY,,,,,,17647.2535754549,1198.47159128752,,
561407,Battle Ridge,1.11040533,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,,,48363.3161597301,1547.34117553289,,
561408,Hodges Mill Creek Property,49.15612825,RALEIGH CITY OF ,RALEIGH,PARK,,Planned Park,,,,2138302.37018425,7701.10557695699,,
561409,,48.63291387,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,2118449.72826316,6523.78724819234,,
561410,COUNTRY CLUB HILLS,0.46733343,COUNTRY CLUB HILLS INC,RALEIGH,OPEN SPACE,, ,,,,20357.0440426345,671.864500736526,,
561411,Yadkin Circle,0.28234304,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,12298.8629772815,393.339055218117,,
561412,,0.08665119,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,3774.52563538107,245.107948029935,,
561413,Knightdale Community Park,18.9450111,WAKE COUNTY BOARD OF EDUCATION,KNIGHTDALE,PARK,,,092,,,825244.683730313,5569.43058237695,,
561414,Lake Park Trail,2.10031642,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,91489.7830730987,2100.60476491426,,
561415,,7.44880752,NC TURNPIKE AUTHORITY,CARY,OPEN SPACE,,,,,,324470.055576273,5275.32395050703,,
561416,White Oak Creek Greenway,11.86963526,TOWN OF CARY,CARY,OPEN SPACE,,,,WHITE OAK CREEK,,517041.311916307,3706.1401251044,,
561417,White Oak Creek Greenway,47.05920056,TOWN OF CARY,CARY,GREENWAY,,Batchelor Partnership,,WHITE OAK CREEK,OS-021,2059701.09358261,7202.89531448407,,
561418,,11.55102306,NC TURNPIKE AUTHORITY,WAKE COUNTY,OPEN SPACE,,,,WHITE OAK CREEK,,503162.564514201,3289.07355765837,,
561419,Farmland Preservation Easement,88.11064662,TRIANGLE LAND CONSERVANCY,WAKE COUNTY,OPEN SPACE,TRIANGLE LAND CONSERVANCY,PERMANENT EASEMENT,,SWIFT CREEK,,3950088.5367589,11077.5447593117,,
561420,CP&L Gamelands,3052.37720505,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,132961542.279107,268684.60622322,,
561421,,473.78842027,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,20633981.354881,61042.6080461318,,
561422,,76.19395448,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,3319008.71966678,10937.7891517177,,
561423,,556.49202613,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,24240792.6581831,72389.9260549413,,
561424,,75.15974952,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,3273958.68908334,11718.3412355846,,
561425,,13.56069295,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,590703.784727335,4264.45800289149,,
561426,,318.89403485,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,13891024.1582861,32531.5930120548,,
561427,,3.43176212,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,149487.557913523,1642.49779593001,,
561428,,80.66448252,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,3479677.44013492,28961.6126148192,,
561429,Latta Property,1.97286138,RALEIGH CITY OF ,RALEIGH,PARK,,,,,,86593.0028416449,1203.08284696243,,
561430,,20.62894272,TOWN OF CARY,CARY,GREENWAY,TOWN OF CARY,,,KIT CREEK,,898599.010372263,6009.82329831813,,
561431,Future Park,60.0014186,TOWN OF CARY,CARY,PARK,TOWN OF CARY,Planned Park,,KIT CREEK,,2613661.80145481,7680.43830445246,,
561432,Future Park,20.04082603,CARY TOWN OF ,CARY,PARK,,Planned Park,,,,872977.783057566,4592.14125491672,,
561433,,5.47581105,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,238526.329397532,4183.20184650399,,
561434,M-8,36.81761515,WAKE CNTY BOARD OF EDUCATION ,RALEIGH,SCHOOL,,Planned School E-24,,,,1603806.18943581,6626.51356870547,,
561435,Knightdale Station Park,70.78724423,TOWN OF KNIGTDALE,KNIGHTDALE,PARK,,under construction,,POPLAR CREEK,,3123469.95311659,8757.22361594506,,
561436,M-16 Middle School Site,41.22159154,WAKE CNTY BOARD EDUCATION ,CARY,SCHOOL,,,,,,1795612.52744753,5460.76637444556,,
561437,,0.84903342,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,GREENWAY,,,,,,36983.8955968034,1173.59353984395,,
561438,Crabtree Valley Trail,2.64304533,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,366062.740773626,7046.01728307407,,
561439,Crabtree Valley Trail,0.70882106,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,30876.2452554912,781.601978280858,,
561440,Crabtree Valley Trail,1.08545298,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,47282.3316971419,1185.00150738665,,
561441,,0.8853083,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,CRABTREE CREEK,,38564.0297435009,1019.480282109,,
561442,,31.2878236,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,1362933.86763467,7209.90355720911,,
561443,,12.36775732,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,,,538738.001217609,3396.14491343907,,
561444,,0.92662602,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,40363.8292499143,939.61621531433,,
561445,Dunn Creek Greenway,6.39249597,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,278460.186421449,3408.60229906131,,
561446,,9.57408325,SANDERS LANDOVER LLC ,RALEIGH,GREENWAY,,EASEMENT,,HARRIS CREEK,,417047.06647151,3956.33486732281,,
561447,American Tobacco Trail,5.25309099,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,228824.643587381,4073.05068548955,,
561448,American Tobacco Trail,13.29169644,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,578986.158502595,10583.5390407897,,
561449,American Tobacco Trail,3.24796857,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,141481.532542937,3077.20448909384,,
561450,,15.51827561,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,,960,MARKS CREEK,,675983.929242755,5535.58610852138,,
561451,Neuse River Greenway,2.35611981,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,NEUSE RIVER,,102632.578902982,1301.84434834625,,
