OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,SHAPEAREA,SHAPELEN,CREATED_DATE,LAST_EDITED_DATE
561070,Wooded Area,4.99996812,TOWN OF CARY,CARY,GREENWAY,,,,,,217798.611394901,2128.65734443325,,
561071,,0.50937875,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,22188.5381936832,1105.24957416463,,
561072,,0.11908278,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,5187.24572528184,307.129233536554,,
561073,OS-104,109.899591,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-104,4810247.26454983,12251.6763910295,,
561074,Cedar Fork Greenway,11.26745817,WAKE COUNTY,WAKE COUNTY,GREENWAY,,,,CEDAR FORK CREEK,,497580.806922968,3576.06034128925,,
561075,,38.86240299,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,1691612.50088832,7982.3064399768,,
561076,OS-105,50.61392861,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-105,2202932.00540309,7742.30883665072,,2019-10-28T17:07:21.000Z
561077,,5.37566385,TOWN OF GARNER,RALEIGH,OPEN SPACE,,,,,,234163.917185177,2296.27978306977,,
561078,,1.48669002,TOWN OF CARY,CARY,OPEN SPACE,,,,,,64760.2048109344,1278.07466702097,,
561079,,1.49887195,TOWN OF CARY,CARY,OPEN SPACE,,,,,,65290.8620156553,1184.93247056392,,
561080,,2.47084848,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,107630.159676377,2366.47356157054,,
561081,,2.00483931,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,87330.8001952132,1784.91746447357,,
561082,,2.2539627,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,98182.6151897182,3203.63776611147,,
561083,Jordan Lake ,127.01792104,UNITED STATES OF AMERICA,WAKE COUNTY,GREENWAY,US ARMY CORP OF ENGINEERS,,,BEAVER CREEK,,5532900.29187475,17654.4696382778,,
561084,Jordan Lake ,1038.45266474,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORP OF ENGINEERS,,,BEAVER CREEK,,45277628.7181367,89378.416714334,,
561085,Jordan Lake ,0.59269912,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORP OF ENGINEERS,,,BEAVER CREEK,,25817.9737233517,1053.50496805005,,
561086,,1.33748167,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,58260.7014044545,1213.38614177133,,
561087,,0.92112061,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,40124.0139677298,785.331862978802,,
561088,Future Park,20.70568065,TOWN OF CARY,CARY,PARK,,Planned Park,,MORRIS BRANCH,OS-084,901976.088253962,4270.00194285675,,
561089,,41.44170635,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,NEUSE RIVER,,1805200.72848362,5918.40627756472,,
561090,,13.922891,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,HARE SNIPE CREEK,,606481.132153814,8721.69902006265,,
561091,,22.67872067,NC DEPARTMENT OF TRANSPORTATION,WAKE COUNTY,MITIGATION,,,,LOWER BARTON CREEK,,987866.796778594,4176.89741021982,,
561092,,3.93062462,NC DEPARTMENT OF TRANSPORTATION,WAKE COUNTY,GREENWAY,,,,LOWER BARTON CREEK,,171218.008606396,2412.46787684029,,
561093,,1.74469655,NC DEPARTMENT OF TRANSPORTATION,WAKE COUNTY,OPEN SPACE,,,,,,75998.9818113407,2142.76982138603,,
561094,,1.77390961,TOWN OF HOLLY SPRINGS,HOLLY SPRINGS,OPEN SPACE,,,,,,77271.5026247968,1136.03637904034,,
561095,,3.02139058,TOWN OF KNIGHTDALE,KNIGHTDALE,OPEN SPACE,,,,,,131611.773643564,1466.34731490768,,
561096,,15.47580924,TOWN OF KNIGHTDALE,KNIGHTDALE,OPEN SPACE,,,,,,674126.250363966,3901.33763908189,,
561097,,41.19863426,TOWN OF KNIGHTDALE,KNIGHTDALE,OPEN SPACE,,,129,,,1794612.50822773,6834.48432307849,,
561098,,0.39829055,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,17349.536467983,1083.81470569693,,
561099,,11.85862967,TOWN OF GARNER,GARNER,OPEN SPACE,,,,WHITE OAK CREEK,,516561.908250023,4688.87187921171,,
561100,,1.01353496,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,44149.5829808944,3149.24122395503,,
561101,,0.26926744,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,11729.2897023667,927.315571439477,,
561102,,1.0177154,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,44331.6829964195,1389.46920699231,,
561103,,2.03513465,TOWN OF CARY,CARY,OPEN SPACE,,,,,,88650.4651928108,3642.65101966574,,
561104,,0.28312915,TOWN OF CARY,CARY,GREENWAY,,,,,,12333.1056017426,642.344531554203,,
561105,,1.73471991,YORK FAMILY PROPERTIES,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,75564.3993272923,1374.41678434241,,
561106,Middle Crabtree Creek Trail,1.00766768,YORK FAMILY PROPERTIES,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,43894.0042637832,1020.84023562833,,
561107,FEMA HMGP Phase 1-6,0.46437296,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,20228.0863285194,593.368317013387,,
561108,OS-103,17.37969964,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,956,CEDAR FORK CREEK,OS-103,757059.716419482,5880.67279723421,,
561109,Plummer Park,2.9642983,TOWN OF WAKE FOREST,WAKE FOREST,PARK, , , ,,,129124.833842427,3966.12815797288,,
561110,,1.53019751,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,,,66655.4035301555,1932.73286583633,,
561111,,0.32127251,NC DEPARTMENT OF TRANSPORTATION,RALEIGH,OPEN SPACE,,,,,,13994.6303746049,451.681487431635,,
561112,House Creek Greenway,1.33036417,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,HOUSE CREEK,,57753.3250726428,1347.57984847098,,
561113,House Creek Greenway,18.11778552,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,HOUSE CREEK,,794455.382648244,10246.3728058148,,
561114,,9.82234217,TOWN OF MORRISVILLE,MORRISVILLE,OPEN SPACE,,,,CRABTREE CREEK,,427861.204179103,3270.75553384703,,
561115,,0.63144933,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,27505.9329974774,1740.51827285101,,
561116,,1.34035145,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,58385.7092574198,2986.04792378109,,
561117,OS-093,125.8136795,WAKE COUNTY,WENDELL,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-093,5480507.12822738,29321.1000817208,,2019-06-27T15:18:17.000Z
561118,Centennial Campus Open Space,310.45460853,STATE OF NORTH CAROLINA,RALEIGH,OPEN SPACE,,CC Small Area Plan,,WALNUT CREEK,,13517208.0618469,20236.3407849231,,
561119,Centennial Campus Open Space,202.64003777,STATE OF NORTH CAROLINA,RALEIGH,OPEN SPACE,,CC Small Area Plan,,WALNUT CREEK,,8827000.04521607,15322.4145223848,,
561120,,10.320071,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,449542.292547356,2786.47160871128,,
561121,Sycamore Creek Elementary School,15.745918,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,,,,,,684083.714491111,3568.03323354684,,
561122,,13.01435324,TRIANGLE GREENWAYS COUNCIL,RALEIGH,OPEN SPACE,,,,TURKEY CREEK,,566904.364697642,5760.76620507096,,
561123,Richland Creek Greenway,43.35012359,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,1888645.74916199,18373.9202792991,,
561124,,1.12306562,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,RICHLAND CREEK,,48920.7384570863,1048.75962187571,,
561125,,0.18282609,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,7963.90434644609,728.544782786419,,
561126,,3.54448933,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,154397.955217146,3530.59854307791,,
561127,,2.2466439,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,OPEN SPACE,,,,,,97863.8083943601,1638.33464673139,,
561128,Sanford Creek Greenway,14.2408428,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,SMITH CREEK,,620331.274966,9251.62794513874,,
561129,,6.43091203,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,280130.527828888,2156.20062824995,,
561130,Cowper Drive Park,3.85583398,CITY OF RALEIGH,RALEIGH,PARK,,,,,,167960.127951976,4663.8704910228,,
561131,,4.32898526,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,188570.597781766,2829.93454631534,,
561132,House Creek Greenway Easement,11.18297667,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,Crabtree Creek House Creek,,487131.906413142,8510.81594787055,,
561133,Veterans Park,9.78598143,TOWN OF HOLLY SPRINGS,HOLLY SPRINGS,PARK,,,,,,426277.351150291,2915.29077068639,,
561134,,4.43151685,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,Walnut Creek Big Branch Creek Branch #2,,191148.368910288,5124.98687600575,,
561135,,0.16448314,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,7164.8857840444,483.059579160095,,
561136,,0.49490642,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,21558.1238408458,757.727357699406,,
561137,,23.63368113,TRIANGLE GREENWAYS COUNCIL,HOLLY SPRINGS,GREENWAY,,,,MIDDLE CREEK,,1029483.14993169,6657.13721873564,,
561138,,23.50157767,STATE OF NORTH CAROLINA,WAKE COUNTY,OPEN SPACE,,,,BEAVERDAM CREEK,,1023728.72349392,4836.28171593762,,
561139,,0.75777586,TRIANGLE GREENWAYS COUNCIL,RALEIGH,OPEN SPACE,,,,,,33008.7165488113,773.095969369932,,
561140,,4.70101395,TRIANGLE GREENWAYS COUNCIL,RALEIGH,OPEN SPACE,,,,,,204776.167705811,2454.37629166726,,
561141,Triangle Greenways Council Land,75.28795495,TRIANGLE GREENWAYS COUNCIL,WAKE COUNTY,GREENWAY,,,,MIDDLE CREEK,,3279543.31767919,20118.1925785533,,
561142,,7.91389321,TOWN OF CARY,CARY,OPEN SPACE,,,,SWIFT CREEK,,344729.188043574,4196.80648525105,,
561143,,3.00972088,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,131103.441438257,3971.84352043042,,
561144,Indian Creek Greenway,6.8067521,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,296503.47567059,4194.42912905433,,
561145,Richland Creek Greenway,1.87667202,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,81747.7942740525,1244.09832172062,,
561146,Future Park,41.53781502,TOWN OF CARY,CARY,PARK, ,Planned Park, ,WALNUT CREEK,,1809378.46079656,11969.428709415,,
561147,,2.70283265,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,117735.390277025,4007.01514094698,,
561148,N Smith Creek Greenway,7.13411616,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,EASEMENT,,,,310762.099927311,3275.47190218734,,
561149,River Bend Elementary School,20.87335083,WAKE COUNTY,RALEIGH,SCHOOL,,,,,,909183.308267253,4128.52426142333,,
561150,,0.45895914,NC STATE PROPERTY OFFICE,RALEIGH,OPEN SPACE,,,,,,19992.2603520304,667.598985544875,,
561151,Greenway Easement,0.16973518,LAUREL PARK ASSOC LLC,CARY,GREENWAY,,EASEMENT,,,,7393.66435554202,779.338325642044,,
561152,,0.26707415,TOWN OF HOLLY SPRINGS,HOLLY SPRINGS,OPEN SPACE,,,,,,11633.7499337295,416.125496949598,,
561153,,0.529159,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,23050.1660496446,693.939833470443,,
561154,,0.31007946,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,13507.0614848729,480.18604703067,,
561155,,0.37607703,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,16381.9153044014,534.232415919537,,
561156,,0.48649714,STATE OF NORTH CAROLINA,GARNER,OPEN SPACE,,,,,,21191.8154099791,938.599317753487,,
561157,,0.23092601,NC DEPARTMENT OF TRANSPORTATION,GARNER,OPEN SPACE,,,,,,10059.136839575,574.536785366027,,
561158,,0.42884636,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,18680.547449696,546.485352214842,,
561159,,1.60228278,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,69795.4377068515,1060.02347577056,,
561160,Alice Aycock Poe Center,1.02005442,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,44433.5705081039,896.11139599766,,
561161,Cemetery,0.9789152,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,42641.5461072861,835.611477220608,,
561162,,0.08910887,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,3881.58231401734,349.219654737866,,
561163,Boylan Heights Elementary School,3.27003179,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,,,,,,142442.58473525,1571.02172366486,,
561164,Neuse River Trail,52.55875852,HEDINGHAM ON THE NEUSE LMTD PTNSHP,RALEIGH,GREENWAY,,EASEMENT,,NEUSE RIVER,,2289459.4820034,14505.6882886907,,
561165,Mini Park,0.32403874,CITY OF RALEIGH,RALEIGH,PARK,,,,,,14115.127545245,465.956270913418,,
561166,Caraleigh Mini Park,0.5514126,CITY OF RALEIGH,RALEIGH,PARK,,,,,,24019.5330547828,652.6026497561,,
561167,,0.29214001,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,12725.6187581028,498.795241424763,,
561168,,0.18339532,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,7988.70026577855,364.285748688043,,
561169,,1.1651579,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,50754.9500228595,953.109189300477,,
561170,,2.49439301,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,108655.759338123,1427.73977644095,,
561171,,8.02365753,CITY OF RALEIGH,RALEIGH,GREENWAY,CITY OF RALEIGH,EASEMENT,,,,349510.521996554,4634.76642267857,,
561172,,0.88066575,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,38361.7998867863,917.809140556321,,
561173,Greenbriar Park,6.09663348,CITY OF RALEIGH,GARNER,PARK, , , ,,,265569.354338136,2930.28231553708,,
561174,,3.52661583,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,153619.385543959,3044.61701890944,,
561175,,1.39795575,WAKE COUNTY,WAKE FOREST,GREENWAY,,,,,,60894.9769713248,1369.48424638098,,
561176,OS-108,122.35,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,950,,OS-108,5328230.4672082,15679.8627893833,,
561177,Herbert Akins School Park,24.5103146,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,PARK,,,,,,1067669.30385792,4393.94600168452,,
561178,,2.38051271,STATE OF NORTH CAROLINA,RALEIGH,GREENWAY,,,,,,103695.133607277,2540.12591537839,,
561179,,0.19655036,TOWN OF APEX,APEX,OPEN SPACE,,,,,,8561.73373432392,590.368200483789,,
561180,Harold D Ritter Park,34.6543051,TOWN OF CARY,CARY,PARK,,,,SWIFT CREEK,,1509541.53003488,8654.86855447459,,
561181,,2.49533824,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,OPEN SPACE,,,,TERRIBLE CREEK,,107902.057037686,1960.60507851487,,
561182,,1.14541064,SANDLER AT WAKEFIELD LLC,RALEIGH,OPEN SPACE,,,,RICHLAND CREEK,,49894.0874864771,1029.11231841419,,
561183,Stevens Nature Center,6.98218188,TOWN OF CARY,CARY,PARK,,,,,,304155.792376423,2668.86569286,,
561184,,10.19966233,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,CRABTREE CREEK,,444297.279251264,8539.11132884514,,
561185,Middle Crabtree Creek Trail,67.98942476,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,2961619.38478723,7987.54239155621,,
561186,Lufkin Middle School,22.33808358,WAKE COUNTY BOARD OF EDUCATION,APEX,SCHOOL,,,,,,976555.882998753,4373.45362597579,,
561187,Penny Road School Park,17.62180903,WAKE COUNTY,CARY,PARK,WAKE COUNTY BOARD OF EDUCATION, ,130,,,762895.781263921,4575.96978790948,,
561188,Willow Springs Elementary,9.00129182,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,137,,,392096.271517486,2812.11930844801,,
561189,Rocky Branch Trail,45.53890927,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,WALNUT CREEK,,1983711.29784251,9666.75360528462,,
561190,Lake Wheeler,6.94527434,CITY OF RALEIGH,WAKE COUNTY,GREENWAY, , , ,SWIFT CREEK,,302536.150168935,2388.70301593755,,
561191,Lake Wheeler,1.60045293,CITY OF RALEIGH,WAKE COUNTY,GREENWAY, , , ,SWIFT CREEK,,69715.7298471201,1058.27819779807,,
561192,Lake Wheeler,583.46763856,CITY OF RALEIGH,WAKE COUNTY,OPEN SPACE, , , ,SWIFT CREEK,,25422880.8494769,37475.760689445,,
561193,Lake Wheeler,225.60393082,CITY OF RALEIGH,WAKE COUNTY,OPEN SPACE, , , ,SWIFT CREEK,,9779692.8587368,15571.4699821495,,
561194,,0.65416065,NC DEPARTMENT OF TRANSPORATION,WAKE COUNTY,OPEN SPACE,,,,,,28495.2379998787,768.938516155233,,
561195,King William,1.49150532,CITY OF RALEIGH,RALEIGH,PARK,,,,,,64969.9715681195,1255.61326177797,,
561196,Scotts Ridge Elem School Site,30.96931713,WAKE COUNTY BOARD OF EDUCATION,APEX,SCHOOL,,E-32,,,,1332676.74231808,5808.08909353888,,
561197,OS-036,3.9031978,WAKE COUNTY,APEX,OPEN SPACE,,EASEMENT,955,BEAVER CREEK,OS-036,151969.653511528,1605.70014546642,,
561198,Greenway Easement,13.74428757,"THOMPSON, ANN W & SAM E",GARNER,OPEN SPACE,,,,STEEP HILL CREEK,,598701.166339432,4452.02306100428,,
561199,Greenway Easement,1.98825886,"THOMPSON, ANN W & SAM E",GARNER,OPEN SPACE,,,,STEEP HILL CREEK,,86608.5559571293,1816.07679325405,,
561200,OS-076,16.72722055,WAKE COUNTY,WAKE COUNTY,GREENWAY,,EASEMENT,,NEUSE RIVER,OS-076,728637.727243314,12748.8380556485,,
561201,Purnell Road Greenway,8.15397027,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,355170.052989054,7437.15113791325,,
561202,City of Raleigh Greenway,7.35720096,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,320479.673609131,4361.64513023219,,
561203,City of Raleigh Greenway,5.92340068,WARREN WILSON & CO,RALEIGH,OPEN SPACE,CITY OF RALEIGH,,,,,265598.529042302,4091.23477550452,,
561204,,15.25461072,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,Crabtree Creek Marsh Creek Trib D,,664490.842754382,10658.2788490155,,
561205,,6.19279086,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,266274.579456425,2775.69764605759,,
561206,City of Raleigh Greenway,0.30311193,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NR Buffaloe Road Branch,,13203.5558091829,498.901509133881,,
561207,,2.49414518,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NR Buffaloe Road Branch,,108644.964257358,2818.74608810621,,
561208,,0.37494779,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NR Buffaloe Road Branch,,16332.725534078,813.619436508526,,
561209,Middle Creek Schools,11.91370988,WAKE COUNTY BOARD OF EDUCATION,CARY,PARK,WAKE COUNTY BOARD OF EDUCATION, ,135,,,518961.127929546,4505.2247409507,,
561210,Bryan Road School Site,49.94691431,WAKE COUNTY BOARD OF EDUCATION,GARNER,SCHOOL,,,,,,2175692.77912038,6982.31600121266,,
561211,Alston Ridge Elementary School,18.35295409,WAKE COUNTY BOARD OF EDUCATION,CARY,SCHOOL,,,,,,799274.619788379,3926.65387734041,,
561212,OS-089,68.16799771,TOWN OF WAKE FOREST,WAKE COUNTY,OPEN SPACE,,PARTNERSHIP,,NEUSE RIVER,OS-089,2969397.98006146,6737.60089838346,,
561213,Future Park,43.17846103,TOWN OF CARY,CARY,PARK,TOWN OF CARY,Planned Park,,,,1880730.06802262,8137.78186659852,,
561214,George F Marshall Memorial Park,11.86769991,CITY OF RALEIGH,RALEIGH,PARK,,,,HOUSE CREEK,,516955.745992361,5264.8589232182,,
561215,Future Park Site,50.64964664,TOWN OF HOLLY SPRINGS,HOLLY SPRINGS,PARK,,,,MIDDLE CREEK,,2205911.17794044,8620.02347756622,,
561216,Pulllen Park,68.53286878,CITY OF RALEIGH,RALEIGH,PARK,,,,,,2985287.16092975,11911.4258057283,,
561217,,0.19760743,TOWN OF CARY,CARY,GREENWAY,,,,,,8607.77958425545,529.715119720877,,
561218,,0.83886096,TOWN OF CARY,CARY,GREENWAY,,,,,,36540.7832213128,1473.89810646952,,
561219,,0.88774791,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,38670.2991355463,794.620147258038,,
561220,,0.17183945,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,7485.32632051685,375.648327536788,,
561221,,0.11358632,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,4947.82026328477,299.572932236879,,
561222,,5.01405585,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,218406.010603141,2551.72166522503,,
561223,,4.53295471,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,197455.507259918,3976.06201757839,,
561224,,1.5759173,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,68646.9576204658,1644.32060005468,,
561225,,0.54531807,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,23756.0564553769,712.444651562047,,
561226,,0.09284827,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,4043.66566578113,411.093532160879,,
561227,OS-090,55.32907356,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,THE TRUST FOR PUBLIC LAND,FEE SIMPLE,,MARKS CREEK,OS-090,2410134.44407867,8172.96570582875,,
561228,OS-095,54.40445427,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-095,2369858.02800519,7282.94905729328,,
561229,Lake Myra County Park,97.33820601,WAKE COUNTY,WAKE COUNTY,PARK,,FEE SIMPLE,960,MARKS CREEK,,3990605.36585014,10197.0651047548,,
561230,OS-100,2.65201373,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-100,115521.718177191,2276.19318539342,,
561231,OS-110,12.55230637,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,960,MARKS CREEK,OS-110,546778.763325892,3313.9208989629,,
561232,,32.39751864,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,THE TRUST FOR PUBLIC LAND,,960,MARKS CREEK,,1411235.91204581,5916.64533248013,,
561233,Apex Nature Park,134.10349099,TOWN OF APEX,APEX,PARK,,PARTNERSHIP,955,BEAVER CREEK,OS-022,6887134.18486177,22289.8867964427,,
561234,OS-014,12.07884877,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,PARTNERSHIP,,,OS-014,526154.652498016,2994.1594450596,,2019-06-27T15:18:42.000Z
561235,OS-096,8.96532745,TOWN OF HOLLY SPRINGS,HOLLY SPRINGS,OPEN SPACE,,PARTNERSHIP,950,MIDDLE CREEK,OS-096,390529.663524243,3842.77928410074,,2019-06-27T15:18:44.000Z
561236,,1.70267136,"SANDERS, RICHARD T JR",HOLLY SPRINGS,OPEN SPACE,THE TRUST FOR PUBLIC LAND,,,,,74168.364576276,1196.61603652078,,
561237,OS-063,1.43689495,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-063,62591.1439094545,1499.60195107095,,
561238,OS-064,1.90661824,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-064,83052.2903898678,1800.17943964755,,
561239,OS-065,1.66872317,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-065,72689.5812370735,1746.83439508157,,
561240,OS-066,0.82838107,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,SWIFT CREEK,OS-066,36084.2795397662,805.347819857623,,
561241,OS-067,0.70867915,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,SWIFT CREEK,OS-067,30870.0636426653,837.318936090107,,
561242,OS-068,1.57895254,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-068,68779.1728207346,1241.65049084903,,
561243,OS-059,1.59398302,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-059,69433.9005234171,1637.02136129073,,
561244,OS-072,1.8461942,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-072,80420.2195437277,1757.47623869421,,
561245,OS-069,2.04691572,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-069,89163.6486678894,1436.54735555303,,
561246,OS-070,0.91564411,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-070,39885.4573273654,1033.42329413325,,
561247,OS-073,0.99857844,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-073,43498.0768240298,1130.34472289081,,
561248,OS-074,1.20894803,WAKE COUNTY,WAKE COUNTY,GREENWAY,,FEE SIMPLE,,SWIFT CREEK,OS-074,52661.7761351427,1279.73201499414,,
561249,Church Street Park,24.98783314,TOWN OF MORRISVILLE,MORRISVILLE,PARK,PARTNERSHIP,Planned Park,950,KIT CREEK,OS-099,1088489.24040475,4862.18572194852,,2019-06-27T15:19:21.000Z
561250,OS-111,124.33996594,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,OS-111,5425490.225093,13895.0922231979,,
561251,,3.12069666,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,PERRY CREEK,,135937.546656658,2931.66785975166,,
561252,,0.10538893,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,4590.7415833298,309.482274229794,,
561253,,1.86326451,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,TURKEY CREEK,,81163.8019405129,1190.382448814,,
561254,,1.36209914,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,60187.8053215201,1011.4463553721,,
561255,City of Raleigh Greenway,4.08957136,HODGES CREEK APARTMENTS,RALEIGH,GREENWAY,,EASEMENT,,Crabtree Creek Marsh Creek Trib A,,178134.08916589,4289.55467875349,,
561256,,0.83039921,VARIOUS,RALEIGH,GREENWAY,,EASEMENT,,Crabtree Creek Marsh Creek Trib A,,35579.7826186847,1258.20355212548,,
561257,Crabtree Creek Trail,13.40841332,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,644562.986505312,7071.10581484724,,
561258,,0.5016007,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,21849.7263674987,1115.29916177251,,
