OBJECTID,SHAPELEN,TRAIL_NAME,CORRIDOR_NAME,OWNER,OWNER2,TRAIL_STATUS,TRAIL_CONDITION,TRAIL_SURFACE,TRAIL_CLASS,LENGTH,WIDTH,SLOPE,SUBSEGMENT_NAME,STREET,OPEN_DATE,MAINTAIN_DATE,EMERGENCY,LIGHTING,ACCESSIBILITY_STATUS,PUBLIC_ACCESS,ATV,BIKE,DOG,HIKE,PACK,WCRAFTMTR,WCRAFTNMTR,COMMENTS,SEG_LENGTH
1013,123.089519049687,Pirates Cove GW Connector,Pirates Cove GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02331241,6,,Connects to Kingston Ridge Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,123.08951905
1017,65.8754224698909,Northwoods GW Connector,Northwoods GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01247641,10,,Connects to W Boundary St,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,65.87542247
1020,678.045669745054,Swift Creek Greenway,Swift Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.12841774,5,,Mackenan Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,678.04566976
1028,4243.38897683628,Swift Creek Greenway,Swift Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.80367215,10,,Along NE Hemlock Bluffs,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4243.38897682
1034,548.819462717272,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.10394308,10,,Bond Park Hub Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,548.81946272
1035,2927.40976864389,White Oak Creek Greenway,White Oak Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.55443367,10,,Davis Drive Castle Hayne Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2927.40976863
1222,2093.06846192647,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.39641448,8,,Highcroft PDD,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2093.06846192
1223,2087.70958531965,Southbridge Greenway,Southbridge Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.39539954,10,,Cary Glen Blvd to Lantern Ridge Ln,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2087.70958531
1224,724.714905938861,NC 55 Street-Side Trail (West),NC 55 Street-Side Trail (West),Town of Cary,,EXISTING,,ASPHALT,,0.13725661,10,,West of NC 55 Phase 2 North,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,724.71490594
1225,775.104557836367,Trinity Rd Street-Side Trail,Trinity Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.14680011,9,,Trinity Grove Section,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,775.10455784
1226,1171.27280774942,Swift Creek Greenway,Swift Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.22183197,10,,Old Apex Rd to TOC limits,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1171.27280775
1227,897.040854676717,Columbus Ave Street-Side Trail,Columbus Ave Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.1698941,10,,Crossroads Hotel prop boundary to Caitboo Ave,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,897.04085469
1228,225.663296951644,Bishops Gate GW Connector,Bishops Gate GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04273926,10,,Connects to Old London Way,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,225.66329696
1229,2190.95760143024,Davis Dr Street-Side Trail,Davis Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.41495409,10,,Carramore Ave to Valleystone Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2190.95760144
1230,64.7381465472757,Nancy Branch GW Connector,Nancy Branch GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01226101,10,,Connects to Strendal Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,64.73814656
1386,327.123374298465,Green Level GW Connector,Green Level GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06195518,6,,Connects to Morrisville Parkway,,2016-01-03T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,327.1233743
1388,44.2362116689582,Downing Village GW Connector,Downing Village GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.00837807,0,,Connects to Seymour Place,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,44.23621166
1389,181.120684194298,Amberly Waters Edge Private Greenway Connector,Amberly Waters Edge Private Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.03430316,6,,Edgerock Cove Court to Amberly Lake Greenway,,2019-04-01T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,181.12068419
1390,190.802496049795,Amberly Waters Edge Greenway Connector,Amberly Waters Edge Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.03613684,8,,Amberly Ledge Way to Amberly Lake Greenway,,2019-04-01T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,190.80249605
1391,298.74182110344,Amberly Waters Edge Greenway Connector,Amberly Waters Edge Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.05657989,8,,Amberly Ledge Way to Amberly Lake Greenway,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,298.7418211
1394,605.127661191282,Ten Ten Rd Street-Side Trail,Ten Ten Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.11460751,10,,Churchill Estates GW to Englewood Dr,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,605.1276612
1396,527.4125486682,Amberly Greenway,Amberly Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.09988874,10,,OKelly Chapel Rd south to Courtyards of Cary,,2018-12-02T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,527.41254866
1231,5999.28939380108,Cary Park Lake Greenway,Cary Park Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.13622905,8,,South Around Cary Park Lake,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,5999.2893938
1232,1093.31658245716,Annie Jones Greenway,Annie Jones Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.20706753,10,,Lake Pine Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1093.31658246
1233,133.602178908885,Highcroft Elementary GWConnector,Highcroft Elementary GWConnector,Town of Cary,,EXISTING,,ASPHALT,,0.02530344,10,,From Highcroft Elementary to Chandler Grant Drive,,2005-06-20T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,133.60217892
1234,555.685540171167,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.10524347,8,,Crabtree Lake GW to Weston Pkwy SS Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,555.68554016
1235,2140.26258712582,Morrisville Pkwy Street-Side Trail,Morrisville Pkwy Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.40535276,10,,from Sedgefield Sub (west of NC 55)  to Green Hop,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2140.26258711
1236,1786.86297442895,Green Level Greenway,Green Level Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.33842102,10,,Thomas Brooks Park through Hilliard Forest Sub,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1786.86297441
1237,909.860853517327,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.17232213,10,,"along Cam Pond Park frontage; CFS Rd to York prope",,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,909.86085352
1238,1142.69087123165,Weldon Ridge Blvd Street-Side Trail,Weldon Ridge Blvd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.21641873,10,,Ivyshaw Rd to Morrisville Parkway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1142.69087123
1239,1740.67265716734,Chapel Hill Rd Street-Side Trail,Chapel Hill Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.32967285,10,,Maynard Rd to Chesterfield Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1740.67265715
1398,761.142690738059,Holly Springs Rd Street-Side Trail,Holly Springs Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.14415581,0,,East side of Walnut Street - S,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,761.14269074
1399,509.576664505637,Crescent Green Greenway,Crescent Green Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.09651073,0,,Extends from Swift To Crescent Green,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,509.57666451
1400,319.633030267799,Dillard Dr Street-Side Trail,Dillard Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.06053656,10,,The Centrum to Jones Franklin Road,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,319.63303026
1401,111.414737392863,Montvale Private Greenway Connector,Montvale Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02110128,6,,American Tobacco Trail to Montvale Grant Way,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,111.41473739
1403,1326.55664148981,Holland Farms Private Greenway,Holland Farms Private Greenway,Town of Cary,,EXISTING,,AGGREGATE,,0.25124179,8,,Greystone Greenway Connector,,2014-11-11T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1326.55664149
1404,678.129552040006,Holland Farms Private Greenway,Holland Farms Private Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.12843363,8,,Greystone Greenway Connector,,2014-11-11T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,678.12955205
1405,227.753955018671,Chapel Hill Road Street-Side Trail,Chapel Hill Road Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.04313522,8,,Portrait Drive to NW Maynard Road,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,227.75395502
1406,91.5206461806377,Campbell Greenway,Campbell Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.01733346,10,, ,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,91.52064618
1407,272.683946400292,Pritchett Farms Private Greenway Connector,Pritchett Farms Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05164469,6,,Connects to Noble Flaire Drive,,2017-08-29T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,272.6839464
1408,368.839729744173,The Overlook Greenway Connector,The Overlook Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06985601,8,,GoldenHarvest Loop to Green Level Greenway,,2007-05-29T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,368.83972973
1409,272.306422645314,Hilliard Forest Private Greenway Connector,Hilliard Forest Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05157319,8,,Riggins Mill Rd to Green Level Greenway,,2010-11-14T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,272.30642265
1240,425.298190416803,Pirates Cove GW Connector,Pirates Cove GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.0805489,7,,To Vickie Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,425.29819042
1241,177.41644003721,Higgins GW Connector,Higgins GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.0336016,8,,Connects to Danforth Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,177.41644003
1242,463.066048260732,Pittard Sears Rd Street-Side Trail,Pittard Sears Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.0877019,10,,From McConnell Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,463.06604826
1243,6368.68934072427,Symphony Lake Greenway,Symphony Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.20619116,8,,Symphony Lake Loop,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,6368.68934074
1244,191.003717577916,Macedonia Lake GW Connector,Macedonia Lake GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03617495,5,,Connects to Essex Forest Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,191.00371759
1245,412.506792004314,Amberly Greenway,Amberly Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.07812629,10,,Courtyards of Cary land to Morris Branch GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,412.506792
1246,1639.10326338021,Woodlands Greenway,Woodlands Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.31043622,8,,Along Mills Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1639.10326338
1247,562.401030090531,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.10651535,10,,Sears Farm Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,562.40103008
1248,208.305525147948,Weldon Ridge Street-Side Trail,Weldon Ridge Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.0394518,10,,Weldon Ridge Blvd to Subdivision,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,208.30552515
1249,305.703993934813,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.05789848,10,,Through Wrenhurst,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,305.70399394
1411,549.910661582474,GLC Rd Street-Side Trail (West),GLC Rd Street-Side Trail (West),Town of Cary,,EXISTING,,CONCRETE,,0.10414975,5,,Waterford PDD,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,549.91066158
1080,103.337334130173,Macedonia Lake GW Connector,Macedonia Lake GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01957146,8,,Connects to Brisbane Woods Way,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,103.33733413
1081,241.595036544838,River Pine Dr Street-side Trail,River Pine Dr Street-side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.04575664,10,,Along River Pine Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,241.59503655
1082,1711.07183029075,Nancy Branch Greenway,Nancy Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.32406663,10,,Yates Store Rd to Amberly GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1711.0718303
1083,1377.56919799608,Sherwood Greens Greenway,Sherwood Greens Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.26090326,10,,Park Village GW Sherwood Forest Place,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1377.56919801
1084,685.248526433722,Glenkirk Greenway,Glenkirk Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.12978192,10,,Segment through Glenkirk Subdivision,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,685.24852643
1085,1380.05111170116,Speight Branch Greenway,Speight Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.26137332,10,,Surrounds east side proposed park site,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1380.05111171
1086,1770.66722470081,Middle Creek Park Greenway,Middle Creek Park Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.33535364,10,,Along multi-purpose fields,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1770.66722471
1087,1018.17029199091,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.19283528,10,,Yates Store Rd to park site,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1018.170292
1088,1820.85351333611,Park Village Greenway,Park Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.34485862,9,,White Oak GW to Sherwood Greens GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1820.85351333
1089,1577.20057282785,Optimist Farm Greenway,Optimist Farm Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.29871223,10,,Park At Langston,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1577.20057282
1251,1455.30076633504,Morrisville Pkwy Street-Side Trail,Morrisville Pkwy Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.27562515,0,,From NC-540 to Green Hope School GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1455.30076634
1254,2681.70478243579,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,ASPHALT,,0.50789863,10,,Carpenter Fire Station Rd to McCrimmon Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2681.70478243
1256,968.315495823357,O'Kelly Chapel Rd West Street-Side Trail,O'Kelly Chapel Rd West Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.18339309,10,,Pittard Sears Road to American Tobacco Trail,,2017-04-26T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,968.31549583
1259,371.733483740587,Camp Branch Greenway,Camp Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.07040407,10,,Green Chase Way to Ten Ten Rd,,2019-02-28T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,371.73348374
1262,128.467228418532,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.02433091,10,,.02,,2018-10-03T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,128.46722844
1090,2200.36726273425,North Cary Park Greenway,North Cary Park Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.41673622,10,,Parking Lot to Black Creek Greenway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2200.36726273
1091,1299.47523958299,White Oak Creek Greenway,White Oak Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.24611273,9,,White Oak Park 1 Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1299.47523959
1092,949.359952312303,Black Creek GW Connector,Black Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.17980302,8,,Battery Pond Loop Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,949.35995232
1093,380.182088150554,Highcroft Village Greenway,Highcroft Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.07200418,10,,Barnet Ridge Ct to Highcroft Village western bound,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,380.18208816
1094,2554.84373389206,Weldon Ridge Greenway,Weldon Ridge Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.48387192,10,,Within Arbors At Weldon Ridge,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2554.8437339
1095,367.613003881982,Oxxford Hunt GW Connector,Oxxford Hunt GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06962367,10,,Connects to Corgy Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,367.61300388
1096,139.375867793075,Black Creek GW Connector,Black Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02639694,7,,Connects to Linton Banks Place,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,139.37586777
1097,2684.10931624836,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.50835404,8,,Crabtree Lake GW to Reedy Creek Trailhead,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2684.10931625
1098,573.728570451753,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.10866071,9,,Green Hope School Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,573.72857044
1263,1096.43079684263,Amberly Glen Phase 2B Private Trail,Amberly Glen Phase 2B Private Trail,Town of Cary,,EXISTING,,ASPHALT,,0.20765735,6,, ,,2018-11-29T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1096.43079684
1264,877.96932829389,Amberly Glen Connector,Amberly Glen Connector,Town of Cary,,EXISTING,,ASPHALT,,0.16628207,6,,Catalina Grande Dr to Nancy Branch Greenway,,2018-12-02T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,877.96932829
1265,122.829221118217,Amberly Waters Edge Greenway Connector,Amberly Waters Edge Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.02326311,6,,Edgelake PLace to Amberly Lake Greenway,,2019-02-13T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,122.82922112
1268,702.984143121925,Piney Plains Greenway,Piney Plains Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.13314094,10,,Segment thru electric ROW,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,702.98414311
1272,562.52331343078,Creeks at Weston Private Greenway Connector,Creeks at Weston Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.10653851,6,,Wildfell Trail to Weston Parkway,,2016-03-08T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,562.52331342
1273,100.168319383027,Park West Street-Side Trail Connector,Park West Street-Side Trail Connector,Town of Cary,,EXISTING,,CONCRETE,,0.01897127,6,,Park West to Weston Parkway Street-Side Trail,,2016-03-08T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,100.16831938
1274,185.610348610874,Pritchett Farms Private Greenway Connector,Pritchett Farms Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03515348,6,,Secreto Drive to Campbell Greenway,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,185.61034861
1099,4255.44057040271,Hinshaw Greenway,Hinshaw Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.80595465,8,,Greenwood Circle to Piney Plains GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4255.44057038
1100,1036.71969789396,Hinshaw Greenway,Hinshaw Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.19634843,10,,Greenwood Circle to Piney Plains GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1036.71969789
1101,777.257592402855,Green Level Greenway,Green Level Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.14720788,10,,Morrisville Pkwy Ped Tunnel & up to grocery store,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,777.2575924
1102,10.5017210882863,Green Level GW Connector,Green Level GW Connector,Town of Cary,,EXISTING,,CONCRETE,,0.00198896,0,,Connects to Morrisville Parkway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,10.50172109
1108,832.182464223207,Convention Dr Street-Side Trail,Convention Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.15761032,10,,From Cary Towne Blvd to Aquatics Center,,2013-12-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,832.18246423
1276,95.2696259042049,Overlook at Amberly Private Greenway Connector,Overlook at Amberly Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01804349,6,,Finnbar Drive to Nancy Branch Greenway,,2013-05-22T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,95.26962591
1278,71.6196194911399,Centrgreen Park Private Greenway Connector,Centrgreen Park Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01356432,10,,Parking Lot to Weston PUD Trails,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,71.61961949
1109,4965.32504422217,NC 55 Street-Side Trail (East),NC 55 Street-Side Trail (East),Town of Cary,,EXISTING,,CONCRETE,,0.94040247,8,,White Oak GW to  Parkscene Lane,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4965.32504423
1112,1289.18997656006,Amberly Lake Greenway,Amberly Lake Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.24416477,10,,Yates Store Road to Allforth Place,,2019-04-01T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,1289.18997657
1118,315.649263374227,American Tobacco Trail Greenway Connector,American Tobacco Trail Greenway Connector,Town of Cary,,EXISTING,, ,,0.05978206,8,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,315.64926338
1119,783.161406333959,Yates Store Road,Yates Store Road,Town of Cary,,EXISTING,, ,,0.14832602,8,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,783.16140633
1120,299.96126100613,Montvale Private Collector,Montvale Private Collector,Town of Cary,,EXISTING,,ASPHALT,,0.05681084,6,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,299.96126101
1121,231.715759612447,Montvale Private Greenway,Montvale Private Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.04388556,6,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,231.71575961
1125,490.636661385568,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.09292361,10,,Horton's Creek to O'Kelley Chapel Road,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,490.63666138
1127,340.667056179539,Montvale Greenway Connector,Montvale Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.06452028,10,, ,,2019-04-02T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,340.66705618
1128,132.661840064042,Glencroft Townhomes Greenway Connector,Glencroft Townhomes Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02512535,6,,Cary Reserve Drive to Town of Cary property,,2017-05-16T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,132.66184006
1129,67.38176775175,Holland Farms Greenway Connector,Holland Farms Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.0127617,8,, ,,2014-11-11T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,67.38176775
1130,237.130026432043,Chapel Hill Road Street-Side Trail,Chapel Hill Road Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.04491099,10,,Portrait Drive to NW Maynard Road,,2016-12-28T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,237.13002643
1131,45.6502548808881,Chapel Hill Road Street-Side Trail,Chapel Hill Road Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.00864588,8,,Portrait Drive to NW Maynard Road,,2016-12-28T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,45.65025488
1132,2011.55414949187,Weston PUD Trails,Weston PUD Trails,Town of Cary,,EXISTING,,ASPHALT,,0.38097616,6,,Weston Parkway to Norwell Boulevard,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,2011.5541495
1133,259.102415657198,Creeks at Weston Private Greenway Connector,Creeks at Weston Private Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.04907243,6,,Wildfell Trail to Weston Parkway,,2016-03-08T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,259.10241565
1299,638.063929556303,Greystone Greenway,Greystone Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.12084544,8,,Morrisville Pkwy through Greystone,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,638.06392957
1302,1901.5348290046,Annie Jones Greenway,Annie Jones Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.36013917,10,,Tarbert-Gatehouse Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1901.534829
1303,291.72718257554,Speight Branch GW Connector,Speight Branch GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05525136,10,,Connects to Tryon Road South Side,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,291.72718258
